Date,Buy_Hold,Sys_E_Original,Sys_E_Trap,Sys_E_Trap_Full
2010-11-12,123550.94249394572,520241.55076528265,262706.51636035636,262706.51636035636
2010-11-19,123643.4245051741,516722.18172447843,261971.82369434214,261971.82369434214
2010-11-26,122111.97544145216,527508.7400932008,267440.4768065602,267440.4768065602
2010-12-03,126315.92360594272,527418.0114345546,267558.7132257729,267558.7132257729
2010-12-10,127950.25592871124,536258.670357029,272043.57205516973,272043.57205516973
2010-12-17,128437.1980115798,526173.1277260891,266927.18476839847,266927.18476839847
2010-12-24,129780.46115237538,529361.8423136191,268544.8169944258,268544.8169944258
2010-12-31,129935.42316917318,515423.8599400886,261474.09026918182,261474.09026918182
2011-01-07,131371.69667143494,520222.1733076285,261968.82238581788,261968.82238581788
2011-01-14,133603.5723935136,539911.7595975025,271883.9278893507,271883.9278893507
2011-01-21,132642.62762869784,517729.6881601021,260713.67904050436,260713.67904050436
2011-01-28,131971.00123820434,547696.6162121304,269738.82822627167,269738.82822627167
2011-02-04,135515.16427341278,576130.287201548,275998.9528026848,275998.9528026848
2011-02-11,137540.38253386,591088.3144640365,283164.69283085415,283164.69283085415
2011-02-18,139007.72510206484,596386.1552741027,285702.65785053046,285702.65785053046
2011-02-25,136734.45158488493,574785.9149713714,275354.9225616988,275354.9225616988
2011-03-04,136879.0952323332,577042.3718534487,276907.0157622477,276907.0157622477
2011-03-11,135194.81827238176,568929.2472864302,274755.2553704285,274755.2553704285
2011-03-18,132585.82479823238,564493.1992381976,274156.26726442116,274156.26726442116
2011-03-25,136259.55795939954,589189.1116847706,280580.7472518849,280580.7472518849
2011-04-01,138179.39624693146,609122.5919524449,290073.37139906554,290073.37139906554
2011-04-08,137878.46452718662,602461.8307657957,286901.41639522585,286901.41639522585
2011-04-15,137027.50985010597,609292.3037648742,290154.1907255001,290154.1907255001
2011-04-22,138833.22448627782,633510.2213803674,301687.1286000805,301687.1286000805
2011-04-29,141583.30819353118,663090.5911389035,315773.74711735826,315773.74711735826
2011-05-06,139269.061633402,643512.7193636174,306450.46910123236,306450.46910123236
2011-05-13,139103.00426161085,655382.6928884138,307005.522536255,307005.522536255
2011-05-20,138656.7969460942,671390.1886393464,309022.1886676547,309022.1886676547
2011-05-27,138552.98130427505,663288.4545720546,305110.33572502923,305110.33572502923
2011-06-03,135346.28903368677,659400.9357585482,304571.06563149596,304571.06563149596
2011-06-10,132419.80886567556,633235.2118896007,299112.04732729716,299112.04732729716
2011-06-17,132502.67697453804,637219.7188474956,300975.2583380592,300975.2583380592
2011-06-24,132252.36327953415,669660.7936515121,313327.70285016485,313327.70285016485
2011-07-01,139667.53095096414,721528.5144803654,325155.58563718287,325155.58563718287
2011-07-08,140168.1376213548,736495.9331931522,331900.62716965517,331900.62716965517
2011-07-15,137341.79536311544,714711.1954252777,322083.37251553097,322083.37251553097
2011-07-22,140355.79519404337,699603.9089113945,315275.299798754,315275.299798754
2011-07-29,134880.51203975515,651701.2790938808,293688.0619567508,293688.0619567508
2011-08-05,125233.53080509802,597576.0358528172,279067.1321112662,279067.1321112662
2011-08-12,123189.42661360235,611240.9329383151,285448.6190040651,285448.6190040651
2011-08-19,117474.19993270269,616230.2875026591,287778.6402663312,287778.6402663312
2011-08-26,123032.97278436845,615097.2163429913,287249.4976969589,287249.4976969589
2011-09-02,122907.80557705791,622710.7425201384,290805.0032527971,290805.0032527971
2011-09-09,120895.02944671991,624907.7353351592,292246.9985341931,292246.9985341931
2011-09-16,127391.0127417358,622114.1536542741,290940.5402920641,290940.5402920641
2011-09-23,119025.47767005418,626320.2420947539,290625.1347398005,290625.1347398005
2011-09-30,118616.62782429102,623648.1431297027,289385.2273097631,289385.2273097631
2011-10-07,121300.32587813881,618213.0309947608,286863.22643803584,286863.22643803584
2011-10-14,128491.73204396534,615432.2654204007,285572.89552517043,285572.89552517043
2011-10-21,129959.36468681056,617866.2929396923,284087.55375016894,284087.55375016894
2011-10-28,134813.06968587404,617141.6547895004,278229.576031192,278229.576031192
2011-11-04,131542.33307862017,621481.6033457696,280186.1803819708,280186.1803819708
2011-11-11,132779.34602257938,619809.1526902424,275945.99512513325,275945.99512513325
2011-11-18,127873.24111169863,588162.8405798256,270406.3585847168,270406.3585847168
2011-11-25,121960.73259593597,586964.8118312485,268819.13480492245,268819.13480492245
2011-12-02,130892.41048710991,589400.3915457064,269934.585711675,269934.585711675
2011-12-09,132139.89719754746,589707.7661776518,271797.7700258278,271797.7700258278
2011-12-16,128272.8292885878,579425.757841873,268822.04650723643,268822.04650723643
2011-12-23,133336.63120573253,575600.0161854891,270448.06148935435,270448.06148935435
2011-12-30,132397.7113939661,581245.8745566448,273100.79152581503,273100.79152581503
2012-01-06,134729.11379711019,594690.250354376,275822.4234081389,275822.4234081389
2012-01-13,135921.26876990122,599583.8081226666,278092.0973466864,278092.0973466864
2012-01-20,139202.18906899303,616144.0036053692,285772.85762050917,285772.85762050917
2012-01-27,139065.06664257665,632564.2218925024,293388.6952740588,293388.6952740588
2012-02-03,141934.50570452499,656818.3183308647,304637.95260292426,304637.95260292426
2012-02-10,141744.6829318424,663297.0883440648,307642.86153607053,307642.86153607053
2012-02-17,143907.3344129635,663960.0310087008,307950.3400128601,307950.3400128601
2012-02-24,144455.896637289,670907.2539673541,311172.5214279253,311172.5214279253
2012-03-02,144856.74871082546,689777.7654888252,319924.82603641984,319924.82603641984
2012-03-09,145131.09716174396,694680.5615725364,322198.78478465776,322198.78478465776
2012-03-16,148659.78264292804,712192.5920696172,330321.01427744626,330321.01427744626
2012-03-23,147971.05220846256,722969.0122762736,335319.2101202285,335319.2101202285
2012-03-30,149200.13989885512,726665.5288730665,337033.68612734025,337033.68612734025
2012-04-06,148119.38394776668,746297.422386549,346139.1262144318,346139.1262144318
2012-04-13,145311.43034976372,720003.4367882274,342062.572273542,342062.572273542
2012-04-20,146169.75085074748,716160.1884384846,341187.25180860603,341187.25180860603
2012-04-27,148755.1343211342,750439.2994887353,350990.9594805097,350990.9594805097
2012-05-04,145163.17112911967,726894.8883495532,342538.519396082,342538.519396082
2012-05-11,143690.33786236538,739318.4093918918,343193.88978647126,343193.88978647126
2012-05-18,137470.5574240046,694635.4820230762,332654.41805117595,332654.41805117595
2012-05-25,139971.1769405579,725073.1577795577,341311.1691868909,341311.1691868909
2012-06-01,135796.391637231,700098.6877000426,335331.65053825144,335331.65053825144
2012-06-08,141030.76780270945,736722.175385072,344285.9738321119,344285.9738321119
2012-06-15,142869.14691534627,727533.7645291791,340208.0303926355,340208.0303926355
2012-06-22,142144.93413648094,718679.6197129126,336067.6711191349,336067.6711191349
2012-06-29,144956.7623028943,715125.8864212695,337533.60505350574,337533.60505350574
2012-07-06,144307.03654774712,736215.0573682217,347487.52230426675,347487.52230426675
2012-07-13,144583.94387138588,724899.5672135197,342591.3134306545,342591.3134306545
2012-07-20,145350.7872625739,718231.441261132,339439.92235322454,339439.92235322454
2012-07-27,147704.6290111107,748971.7984082362,349816.10531564854,349816.10531564854
2012-08-03,148418.22298617754,745490.8866252925,348190.30444378045,348190.30444378045
2012-08-10,150005.16954448336,746519.4663628835,348670.7147323592,348670.7147323592
2012-08-17,151432.34713480846,757103.3654095553,353614.0495166987,353614.0495166987
2012-08-24,150718.79459897598,756778.7951983548,353462.4551743951,353462.4551743951
2012-08-31,150346.04868612764,763449.6385408727,356578.15117551276,356578.15117551276
2012-09-07,153722.32066342558,775733.0173135417,358839.54867941584,358839.54867941584
2012-09-14,156821.61279842464,775877.6685310313,358906.4616203909,358906.4616203909
2012-09-21,156191.8503944186,789867.2041754012,365377.7585032349,365377.7585032349
2012-09-28,154157.40154452313,787559.6527347886,364310.3284738008,364310.3284738008
2012-10-05,156480.9719323778,806535.8534129781,371373.6103443389,371373.6103443389
2012-10-12,153000.94647211223,760051.340070716,349969.57545616373,349969.57545616373
2012-10-19,153536.36209934475,744620.2636263792,349532.30501380493,349532.30501380493
2012-10-26,151352.07933790048,737224.3381264071,345887.9892984697,345887.9892984697
2012-11-02,151576.8871841709,725797.09283066,343796.28161608655,343796.28161608655
2012-11-09,147936.30541047215,707919.5326356501,339651.49108432967,339651.49108432967
2012-11-16,146019.65794398412,708466.4600866461,346094.1029123458,346094.1029123458
2012-11-23,151352.07933790048,705849.159194039,356814.31488247204,356814.31488247204
2012-11-30,152208.65939104217,717309.7919915846,361758.2734074257,361758.2734074257
2012-12-07,152487.058527117,717683.624593095,361946.80706188804,361946.80706188804
2012-12-14,152155.0681012377,709923.3538053713,359892.90145861945,359892.90145861945
2012-12-21,153978.2804541077,707558.8847667672,359783.33573965123,359783.33573965123
2012-12-28,151002.0006862337,692446.8990075191,352099.1121885547,352099.1121885547
2013-01-04,157838.8113238509,731032.1898121986,361882.19670324546,361882.19670324546
2013-01-11,158593.66841650737,738554.5741932846,365605.99576737825,365605.99576737825
2013-01-18,159952.40911132735,732440.7391502778,362579.4695945527,362579.4695945527
2013-01-25,162022.86865586045,751044.9194385505,371789.07995700877,371789.07995700877
2013-02-01,163090.426210813,756857.2336582851,374666.344552303,374666.344552303
2013-02-08,163694.30981297645,750871.0219288217,371702.9956317234,371702.9956317234
2013-02-15,164028.6415555957,753493.4779631855,372937.72187991004,372937.72187991004
2013-02-22,163791.35013998175,766586.0053018745,379528.4722745743,379528.4722745743
2013-03-01,164028.6415555957,774189.9070768701,380828.0492380116,380828.0492380116
2013-03-08,167619.54804713465,791808.1044113649,383561.0695157789,383561.0695157789
2013-03-15,168787.47142764792,786060.5314631579,380776.8782264347,380776.8782264347
2013-03-22,168538.35947043973,783662.6205061821,379615.3022257129,379615.3022257129
2013-03-29,169697.33197633654,804210.0217550471,389568.702746466,389568.702746466
2013-04-05,168061.68395787786,769233.1118397225,372625.4801389475,372625.4801389475
2013-04-12,172004.4302685428,804738.6130223499,389824.7585138846,389824.7585138846
2013-04-19,168408.30243347763,787045.1787003713,381253.85281825473,381253.85281825473
2013-04-26,171397.86347595614,852561.2602966878,412990.60593755706,412990.60593755706
2013-05-03,174788.01759675646,849551.3008688042,411532.54652780097,411532.54652780097
2013-05-10,176997.68188923126,854468.289798743,413914.3932432581,413914.3932432581
2013-05-17,180821.25932175576,886644.6978222409,429501.0201114483,429501.0201114483
2013-05-24,179055.72002327227,861673.8865082265,417404.86822702136,417404.86822702136
2013-05-31,177041.11020681492,853098.9656782033,413251.07668807026,413251.07668807026
2013-06-07,178503.31430996215,853333.1642553381,414980.9285455816,414980.9285455816
2013-06-14,176748.65281049174,825425.0107048883,411256.4944831167,411256.4944831167
2013-06-21,173208.51974082246,809075.0316033086,403110.345525932,403110.345525932
2013-06-28,174678.4937004076,825980.6286160717,407041.399802782,407041.399802782
2013-07-05,177509.66362944705,863564.7997004089,420240.6267478967,420240.6267478967
2013-07-12,182398.7473748245,892755.9809016861,434446.0694521292,434446.0694521292
2013-07-19,184206.3474961586,901999.9367592152,438944.4994536133,438944.4994536133
2013-07-26,184140.91494514275,888000.5501920757,432131.91169285483,432131.91169285483
2013-08-02,186144.41904679817,918031.0048749588,446745.77402471146,446745.77402471146
2013-08-09,184358.65740195892,949149.2941611127,461889.0144595607,461889.0144595607
2013-08-16,180569.32949661274,932794.8903620384,453930.3935141545,453930.3935141545
2013-08-23,181429.5872818017,975704.0201909797,469924.5508637844,469924.5508637844
2013-08-30,178195.62799502065,978775.4060226183,473284.22141351085,473284.22141351085
2013-09-06,180798.05335052786,1013386.6023602032,475619.30913023144,475619.30913023144
2013-09-13,184380.43371960224,1042720.0548306538,480299.84046453034,480299.84046453034
2013-09-20,186800.11205168965,1096772.518898482,491745.96958978823,491745.96958978823
2013-09-27,184819.68960355912,1079827.444576482,484148.52175200725,484148.52175200725
2013-10-04,184797.74752897845,1107968.7726031332,483797.84370049223,483797.84370049223
2013-10-11,186296.79111145,1082221.0272467316,477262.60657979216,477262.60657979216
2013-10-18,190815.7810549766,1127125.7571395384,497065.7224838749,497065.7224838749
2013-10-25,192522.78743496112,1113662.7866379844,491128.51351074554,491128.51351074554
2013-11-01,192807.20561982322,1119059.0389148453,493508.2763896548,493508.2763896548
2013-11-08,193988.8868261359,1096665.2464634138,483632.5490774923,483632.5490774923
2013-11-15,197008.9367852768,1126627.1860144062,496845.8511740821,496845.8511740821
2013-11-22,197840.4771810712,1092426.8811506215,481763.41770239157,481763.41770239157
2013-11-29,198048.3778197327,1108349.537693753,488785.35534186155,488785.35534186155
2013-12-06,197982.77951177952,1123846.9991587857,495619.7807207404,495619.7807207404
2013-12-13,194886.212006438,1143325.417151067,504209.8194549698,504209.8194549698
2013-12-20,199739.6994495212,1135163.8444318972,500816.9275727054,500816.9275727054
2013-12-27,202258.9355420998,1151449.3341333834,508001.83656740387,508001.83656740387
2014-01-03,201202.79449620665,1120892.6373573954,494520.6892676678,494520.6892676678
2014-01-10,202578.01764648355,1164836.935747951,513908.2416569094,513908.2416569094
2014-01-17,202027.95324991338,1193799.9056924214,526686.2610521885,526686.2610521885
2014-01-24,196802.36220211408,1200569.3122138237,529672.8196817368,529672.8196817368
2014-01-31,196021.253354506,1235573.3245279659,540790.4541567274,540790.4541567274
2014-02-07,197671.36366574783,1262923.20018149,546818.5318783222,546818.5318783222
2014-02-14,202445.9715262733,1310141.1322926683,556652.4600539553,556652.4600539553
2014-02-21,202303.04760705,1340910.6404948006,569725.8015537328,569725.8015537328
2014-02-28,204943.28626388835,1405068.004189186,596984.9673418946,596984.9673418946
2014-03-07,207110.59965887223,1422113.895834183,604227.4218257075,604227.4218257075
2014-03-14,203150.08627648588,1381026.8913135133,586770.3848859882,586770.3848859882
2014-03-21,205748.3884281767,1360335.5673460881,586572.7937571174,586572.7937571174
2014-03-28,204963.9022829703,1285008.0155296996,569316.3070555083,569316.3070555083
2014-04-04,205969.40458450536,1265108.6050793626,560499.9738239233,560499.9738239233
2014-04-11,200565.93562332066,1244575.4372219355,557168.939875639,557168.939875639
2014-04-18,205958.34030893777,1251096.921467552,557938.8573171626,557938.8573171626
2014-04-25,205847.84259058203,1256105.4973921846,560172.480532299,560172.480532299
2014-05-02,207803.65013351722,1297246.0147014519,568298.003963403,568298.003963403
2014-05-09,207693.1316955443,1234118.6621338443,560284.0429573555,560284.0429573555
2014-05-16,207792.64801680113,1237121.3416882078,561647.2452911694,561647.2452911694
2014-05-23,210334.09553898356,1279247.5802031974,580772.3585837228,580772.3585837228
2014-05-30,212908.71516825157,1304693.015485858,592324.4660045186,592324.4660045186
2014-06-06,215892.19500309136,1346465.9587099054,611289.184903858,611289.184903858
2014-06-13,214510.9010049843,1361449.1262052236,618091.4721701967,618091.4721701967
2014-06-20,217548.3968817805,1384257.2041660238,628446.2318250488,628446.2318250488
2014-06-27,217415.19046300885,1374127.9338027476,623847.5909281259,623847.5909281259
2014-07-04,220057.66683850135,1418927.6184787934,644186.4361491435,644186.4361491435
2014-07-11,218292.31401657237,1380031.9933444117,626528.0060708196,626528.0060708196
2014-07-18,219513.61113090985,1390251.6425478605,631167.678534255,631167.678534255
2014-07-25,219524.6961260946,1384156.8206132876,628400.6581662919,628400.6581662919
2014-08-01,213729.0669707754,1312675.5963297726,595948.5200000467,595948.5200000467
2014-08-08,214550.6619503293,1307324.0901492713,597187.1571904143,597187.1571904143
2014-08-15,217304.15403460673,1332450.0990484818,600401.1690585843,600401.1690585843
2014-08-22,221156.86324886914,1368768.5204459394,609709.803295167,609709.803295167
2014-08-29,222844.43462795028,1378907.7856536198,614226.278727637,614226.278727637
2014-09-05,223288.47674347291,1396231.2465990514,621942.911458195,621942.911458195
2014-09-12,221090.20824044038,1405507.3354654007,626074.8901189899,626074.8901189899
2014-09-19,223874.966227024,1393321.0987796364,620646.6034060802,620646.6034060802
2014-09-26,220751.69113515323,1325648.4366632847,590502.2182225442,590502.2182225442
2014-10-03,219212.30645805603,1312629.8824889823,580057.5756832424,580057.5756832424
2014-10-10,212541.81218744456,1208769.5041611663,556848.7442361516,556848.7442361516
2014-10-17,210232.75589141596,1244096.5625428292,572897.0892576076,572897.0892576076
2014-10-24,219111.899193261,1243863.4404184897,572789.7382765851,572789.7382765851
2014-10-31,224945.7974814891,1289604.07888411,584536.7098039014,584536.7098039014
2014-11-07,226819.8039758459,1235129.1280837196,559844.9388728238,559844.9388728238
2014-11-14,227823.73158647623,1250271.513359605,566708.5028244888,566708.5028244888
2014-11-21,230545.48121725264,1237919.0479462266,560805.7711995211,560805.7711995211
2014-11-28,231125.48546063024,1260508.0822231588,565060.9326119886,565060.9326119886
2014-12-05,232017.92081128075,1345223.6622551791,603037.2576627821,603037.2576627821
2014-12-12,224086.9071910332,1304387.543632144,594328.1202308986,594328.1202308986
2014-12-19,231638.4410228529,1375651.8870704982,626798.8406712884,626798.8406712884
2014-12-26,233791.9758724202,1404587.4250145806,633560.0697036843,633560.0697036843
2015-01-02,230415.83857263386,1368962.163703663,617490.765196617,617490.765196617
2015-01-09,229092.39374565924,1335224.7116783063,625198.2485127391,625198.2485127391
2015-01-16,226153.68900351902,1321938.1407798612,622120.9066583905,622120.9066583905
2015-01-23,229899.9201051562,1350431.0022520511,627305.7519499416,627305.7519499416
2015-01-30,223708.48410308093,1321460.9282884276,619119.0665457585,619119.0665457585
2015-02-06,230550.5368038416,1364028.4160381886,633582.0560960887,633582.0560960887
2015-02-13,235294.99762138794,1411701.8363311214,655726.0402647321,655726.0402647321
2015-02-20,236932.5311250089,1451998.1692436612,674443.4167941846,674443.4167941846
2015-02-27,236281.97658517503,1497889.096799176,695759.4450344391,695759.4450344391
2015-03-06,232737.6167136035,1476942.2499284076,686029.7750707748,686029.7750707748
2015-03-13,230864.5633216364,1437271.5966298685,672091.3605453605,672091.3605453605
2015-03-20,237055.06694093914,1471582.2945138132,688135.5958006541,688135.5958006541
2015-03-27,231793.6723946739,1430068.9579987694,668723.2906492859,668723.2906492859
2015-04-03,232582.32318293102,1408999.137095597,663931.9192805485,663931.9192805485
2015-04-10,236638.18824352347,1441322.7120805613,672671.0619232215,672671.0619232215
2015-04-17,234283.54878972573,1409250.9344782191,657703.035320497,657703.035320497
2015-04-24,238452.00425000789,1447342.5794206215,671868.3921339914,671868.3921339914
2015-05-01,237404.3168079192,1419591.4037755146,658986.066950157,658986.066950157
2015-05-08,238418.27271325875,1395981.241156597,648026.0342513717,648026.0342513717
2015-05-15,239342.09828391843,1416396.1356892032,657502.797085709,657502.797085709
2015-05-22,239961.71843532083,1428413.709823034,663081.4543610861,663081.4543610861
2015-05-29,237877.42854632824,1445288.3372708387,670914.7959433915,670914.7959433915
2015-06-05,236334.00354388333,1436306.958376801,665605.5621563635,665605.5621563635
2015-06-12,236604.3531086885,1440751.2929850058,669534.3149256213,669534.3149256213
2015-06-19,238660.9823087621,1479030.3323600718,677719.7826722964,677719.7826722964
2015-06-26,237540.17533768833,1433308.3770318828,666093.5910276,666093.5910276
2015-07-03,234698.52128236197,1429686.300265749,665835.6891351849,665835.6891351849
2015-07-10,234891.00652585062,1432995.5114716373,664121.0433439628,664121.0433439628
2015-07-17,240551.58521647027,1471692.7922542868,676116.2395104516,676116.2395104516
2015-07-24,235479.73372805584,1462720.4340535481,675902.3352124816,675902.3352124816
2015-07-31,238310.03343317425,1455364.7613639235,673284.7511999841,673284.7511999841
2015-08-07,235423.065575102,1452641.6509904484,672024.978571865,672024.978571865
2015-08-14,237087.34810448653,1428343.5660663883,664555.1306124807,664555.1306124807
2015-08-21,223966.1532621794,1323288.9008327897,640355.9103853302,640355.9103853302
2015-08-28,225607.68565191375,1311978.753982915,634882.7900575731,634882.7900575731
2015-09-04,218033.83679240436,1314204.6033788817,635959.9061850022,635959.9061850022
2015-09-11,222732.09286366656,1312723.8212225707,635243.3373350783,635243.3373350783
2015-09-18,222422.12739083663,1319303.28359633,643117.4412294797,643117.4412294797
2015-09-25,219463.17958272347,1314003.2368278154,633069.0143171895,633069.0143171895
2015-10-02,221909.93845444918,1333227.3449013492,632251.7882060116,632251.7882060116
2015-10-09,229113.46559631886,1327917.4839391487,632040.1527209351,632040.1527209351
2015-10-16,231321.2444036314,1335759.917624884,634817.6926177503,634817.6926177503
2015-10-23,236146.34597119477,1332426.3503988828,646446.304489037,646446.304489037
2015-10-30,236624.2853804039,1327562.8128883378,653402.3631684115,653402.3631684115
2015-11-06,239025.54397282912,1312283.6096444891,673118.5287268802,673118.5287268802
2015-11-13,230490.4706336722,1253184.158545882,642804.2466009016,642804.2466009016
2015-11-20,238194.74948325276,1258971.8430722111,645772.9628635038,645772.9628635038
2015-11-27,238479.188387732,1265830.8465129717,647986.3273696316,647986.3273696316
2015-12-04,238547.58384400283,1274449.0367810095,652460.9425178486,652460.9425178486
2015-12-11,229739.38451134026,1208906.6269396194,633618.6028980319,633618.6028980319
2015-12-18,228977.39987037808,1203214.7440801468,630635.342830703,630635.342830703
2015-12-25,235456.79711185113,1203611.2891512883,630843.1821529168,630843.1821529168
2016-01-01,233384.8146754562,1194791.6870122682,628252.552854415,628252.552854415
2016-01-08,219704.72887966543,1203674.228923734,632923.2244805873,632923.2244805873
2016-01-15,214999.73893282367,1209588.887407056,636033.3057874811,636033.3057874811
2016-01-22,218102.0250525035,1210125.2048140771,636315.3154329816,636315.3154329816
2016-01-29,221765.31552661807,1224676.9975824815,643967.0266515453,643967.0266515453
2016-02-05,215159.9637323821,1229112.30444059,615560.2271542848,615560.2271542848
2016-02-12,213648.9442111876,1236615.094477315,621258.8193516587,621258.8193516587
2016-02-19,219796.309587547,1239267.146062465,622591.1744587637,622591.1744587637
2016-02-26,223333.686948133,1240252.1783729668,628510.0765415952,628510.0765415952
2016-03-04,229446.76135807973,1232374.8682354009,635192.3376618514,635192.3376618514
2016-03-11,232114.05983493925,1226488.5897811104,632158.4239819474,632158.4239819474
2016-03-18,235175.34183224404,1237678.2076478102,637925.792104659,637925.792104659
2016-03-25,233725.46590131163,1235387.1201448853,636744.9166549231,636744.9166549231
2016-04-01,238098.11318878224,1249082.0593170947,654000.0958368848,654000.0958368848
2016-04-08,235313.41736105012,1255072.4869696917,640878.7801553224,640878.7801553224
2016-04-15,239087.66138509812,1253926.3335361257,649658.4101966023,649658.4101966023
2016-04-22,240457.00016409936,1220983.050564679,632590.5169165141,632590.5169165141
2016-04-29,237419.1727734285,1243693.0457465507,644356.5505110245,644356.5505110245
2016-05-06,236717.2543026357,1249143.6121250389,645687.374587684,645687.374587684
2016-05-13,235612.58791333565,1253448.089972873,667195.321393151,667195.321393151
2016-05-20,236452.6026325517,1241076.6984668688,682155.7064389616,682155.7064389616
2016-05-27,241918.2926040912,1243639.9846773413,709662.2277366706,709662.2277366706
2016-06-03,241964.37303267236,1221726.078957583,697157.4262321341,697157.4262321341
2016-06-10,241722.74085726173,1228339.125343701,700931.0498598081,700931.0498598081
2016-06-17,238873.6070201378,1285591.6174769874,725150.3542308927,725150.3542308927
2016-06-24,235079.76223824907,1288624.4645257248,712294.3317984524,712294.3317984524
2016-07-01,242806.27323705066,1303592.943793682,723146.3517522014,723146.3517522014
2016-07-08,245963.92217380277,1348917.1028572724,735866.7427633593,735866.7427633593
2016-07-15,249642.11005266098,1385477.9230478054,755811.5500531303,755811.5500531303
2016-07-22,251273.05471802264,1441171.3678684225,786193.6645259977,786193.6645259977
2016-07-29,251134.2125633813,1522576.744381354,830602.2565225766,830602.2565225766
2016-08-05,252360.25447005022,1526037.6044336793,832490.2389704749,832490.2389704749
2016-08-12,252684.18496485124,1564844.1963857268,853660.1688030879,853660.1688030879
2016-08-19,252776.65661627098,1636482.7992872992,892740.7507466588,892740.7507466588
2016-08-26,251330.8210106864,1640066.8615828082,894695.9429832096,894695.9429832096
2016-09-02,252579.9860101145,1638958.3197390796,894091.2067291925,894091.2067291925
2016-09-09,246692.56895074202,1518982.221647652,828641.3578652497,828641.3578652497
2016-09-16,248043.38439199526,1562250.8674933542,840201.5652641932,840201.5652641932
2016-09-23,251089.16811565857,1603965.5550242008,857631.0438530818,857631.0438530818
2016-09-30,251449.5444170577,1648782.6965728616,881594.5085100952,881594.5085100952
2016-10-07,249984.68820291295,1623669.4214521123,868166.5865145677,868166.5865145677
2016-10-14,247752.7710416,1601169.646233218,865023.1479091792,865023.1479091792
2016-10-21,248752.51328956246,1604209.1881839554,864168.9405563321,864168.9405563321
2016-10-28,247078.47182049186,1640754.1686082527,883855.2989493221,883855.2989493221
2016-11-04,242440.07472322736,1580548.7437348538,851423.3327121215,851423.3327121215
2016-11-11,251589.0288798312,1689307.3874382856,900874.1217591353,900874.1217591353
2016-11-18,254007.07036216234,1852558.5167139003,954742.9801855187,954742.9801855187
2016-11-25,257517.80229507055,1884583.8262329092,959644.1748427928,959644.1748427928
2016-12-02,255378.7504579036,1837469.6472753608,935653.2826575998,935653.2826575998
2016-12-09,263318.65279391606,1968804.866147036,1002530.1580650671,1002530.1580650671
2016-12-16,263151.7562776296,2008854.4522974659,1022923.7067728203,1022923.7067728203
2016-12-23,263935.22716159467,2094477.8664872902,1066523.7894614541,1066523.7894614541
2016-12-30,261386.00978297435,2039208.2287700407,1038380.0766996557,1038380.0766996557
2017-01-06,265689.2256333158,2037510.1254699328,1037515.3898029804,1037515.3898029804
2017-01-13,265502.21036875935,2012328.7554503256,1024692.8479146841,1024692.8479146841
2017-01-20,265139.6585075577,1975227.0993100116,1005800.4072089596,1005800.4072089596
2017-01-27,267747.3466458255,2093682.022015967,1066118.5395063418,1066118.5395063418
2017-02-03,268180.013691523,2184266.9978771214,1112245.0864942754,1112245.0864942754
2017-02-10,270717.5244864435,2229644.679901447,1135351.7414577522,1135351.7414577522
2017-02-17,274903.79881749,2184386.047261355,1112305.7073308271,1112305.7073308271
2017-02-24,276833.2302877705,2198319.196836086,1119400.5712686817,1119400.5712686817
2017-03-03,278797.76078953344,2200534.6656996314,1120528.704578462,1120528.704578462
2017-03-10,277944.112562221,2226490.602202714,1133745.6615113686,1133745.6615113686
2017-03-17,278378.1678222688,2258892.5892135305,1141297.463619098,1141297.463619098
2017-03-24,274655.1634114767,2312387.3605049495,1168325.5069547207,1168325.5069547207
2017-03-31,276863.1286953437,2365138.661529939,1184657.4476319714,1184657.4476319714
2017-04-07,276228.9012138381,2279642.117477989,1141833.6930228355,1141833.6930228355
2017-04-14,273069.59470771253,2171505.8849606817,1087670.1062132472,1087670.1062132472
2017-04-21,275512.4790110277,2245484.6453234036,1110408.586433357,1110408.586433357
2017-04-28,279611.3165576261,2287219.7285948466,1131046.890470144,1131046.890470144
2017-05-05,281513.8954040574,2184021.3174637705,1080014.5211039654,1080014.5211039654
2017-05-12,280668.286388206,2353412.3514995906,1163779.62680172,1163779.62680172
2017-05-19,279881.50036549405,2371268.914896804,1172609.8280510372,1172609.8280510372
2017-05-26,283874.6057056853,2422598.570112247,1176852.3311018508,1176852.3311018508
2017-06-02,286763.6662450916,2458733.8863284006,1194406.1807774545,1194406.1807774545
2017-06-09,285871.08585712075,2457679.526393509,1193893.9927647538,1193893.9927647538
2017-06-16,286356.42216965876,2442093.735825478,1186322.7119969283,1186322.7119969283
2017-06-23,286934.7066848115,2497496.480839116,1213236.3123032805,1213236.3123032805
2017-06-30,285365.09208626655,2431833.681713498,1181338.5727557517,1181338.5727557517
2017-07-07,285730.93836659787,2455666.41590292,1192916.0619582045,1192916.0619582045
2017-07-14,289802.5088970036,2586787.125563495,1256612.0100709067,1256612.0100709067
2017-07-21,291360.3547529973,2604645.292481919,1265287.1680712597,1265287.1680712597
2017-07-28,291395.7438591199,2546928.0432100757,1237249.225595628,1237249.225595628
2017-08-04,291985.8592756753,2499659.4959878433,1214287.063943025,1214287.063943025
2017-08-11,288103.1273361368,2424568.161015472,1177809.120920178,1177809.120920178
2017-08-18,286439.0727225411,2460698.833557356,1185469.9549830533,1185469.9549830533
